win,lose,probability
Phoenix Suns,Brooklyn Nets,0.557230228001
Los Angeles Clippers,Dallas Mavericks,0.606215593891
Toronto Raptors,Miami Heat,0.537589461084
Portland Trail Blazers,New York Knicks,0.853359715134
San Antonio Spurs,Memphis Grizzlies,0.898643594151
Boston Celtics,Phoenix Suns,0.860438373451
Chicago Bulls,Philadelphia 76ers,0.893312685167
Cleveland Cavaliers,Charlotte Hornets,0.650389914333
Golden State Warriors,Sacramento Kings,0.931363341504
Houston Rockets,New Orleans Pelicans,0.720268310992
Indiana Pacers,Denver Nuggets,0.710583249728
Minnesota Timberwolves,Los Angeles Lakers,0.716341451313
Atlanta Hawks,Milwaukee Bucks,0.765436460719
Detroit Pistons,Orlando Magic,0.594145342131
Washington Wizards,Brooklyn Nets,0.813264051889
Cleveland Cavaliers,Washington Wizards,0.827894973749
Toronto Raptors,Dallas Mavericks,0.646747313784
Los Angeles Clippers,Utah Jazz,0.714808002469
Portland Trail Blazers,Minnesota Timberwolves,0.815583242504
San Antonio Spurs,New York Knicks,0.931529023184
Atlanta Hawks,Brooklyn Nets,0.877741749207
Boston Celtics,Miami Heat,0.565020962552
Charlotte Hornets,Phoenix Suns,0.855887843013
Denver Nuggets,New Orleans Pelicans,0.543681020478
Golden State Warriors,Memphis Grizzlies,0.921318788689
Oklahoma City Thunder,Houston Rockets,0.727913218751
Indiana Pacers,Philadelphia 76ers,0.913818746422
Los Angeles Clippers,Sacramento Kings,0.801230118181
Portland Trail Blazers,Los Angeles Lakers,0.83063015906
Chicago Bulls,Milwaukee Bucks,0.618668644367
Oklahoma City Thunder,Dallas Mavericks,0.725169774106
Detroit Pistons,New York Knicks,0.640776037034
Memphis Grizzlies,Sacramento Kings,0.520317243554
San Antonio Spurs,Cleveland Cavaliers,0.644310187536
Toronto Raptors,Orlando Magic,0.820095564933
Utah Jazz,New Orleans Pelicans,0.737893940914
Atlanta Hawks,Phoenix Suns,0.856418225916
Brooklyn Nets,Philadelphia 76ers,0.637459736593
Charlotte Hornets,Milwaukee Bucks,0.775060432115
Miami Heat,Detroit Pistons,0.542110841166
Golden State Warriors,Houston Rockets,0.831867841629
Indiana Pacers,Minnesota Timberwolves,0.71226236174
Washington Wizards,Los Angeles Lakers,0.805914503381
Portland Trail Blazers,Denver Nuggets,0.814349912027
Boston Celtics,Milwaukee Bucks,0.781511668534
Los Angeles Clippers,Washington Wizards,0.711558820339
Indiana Pacers,Memphis Grizzlies,0.636520286504
Dallas Mavericks,New Orleans Pelicans,0.646503997159
Miami Heat,New York Knicks,0.705426895547
Oklahoma City Thunder,Orlando Magic,0.811461081578
Atlanta Hawks,Philadelphia 76ers,0.922131824505
Utah Jazz,Sacramento Kings,0.600858105858
San Antonio Spurs,Golden State Warriors,0.510080614378
Toronto Raptors,Charlotte Hornets,0.653899328351
Cleveland Cavaliers,Chicago Bulls,0.744891716736
Detroit Pistons,Brooklyn Nets,0.828337462747
Minnesota Timberwolves,Los Angeles Lakers,0.711889598311
Los Angeles Clippers,Phoenix Suns,0.847932941574
Portland Trail Blazers,Houston Rockets,0.712487419388
Boston Celtics,Orlando Magic,0.745367533164
Charlotte Hornets,Denver Nuggets,0.752663867837
Cleveland Cavaliers,Philadelphia 76ers,0.971331167028
Golden State Warriors,Houston Rockets,0.884410141655
Dallas Mavericks,Memphis Grizzlies,0.547215210604
Miami Heat,New York Knicks,0.808315969865
Detroit Pistons,Milwaukee Bucks,0.688724950287
Sacramento Kings,New Orleans Pelicans,0.543464474581
San Antonio Spurs,Oklahoma City Thunder,0.539040814695
Toronto Raptors,Indiana Pacers,0.68886957612
Utah Jazz,Washington Wizards,0.571662584734
Orlando Magic,Brooklyn Nets,0.726076806382
Atlanta Hawks,Chicago Bulls,0.579478538191
Los Angeles Clippers,Los Angeles Lakers,0.92188821743
Sacramento Kings,Minnesota Timberwolves,0.542324362676
Portland Trail Blazers,Phoenix Suns,0.895407165055
Atlanta Hawks,Brooklyn Nets,0.86776174581
Cleveland Cavaliers,Indiana Pacers,0.779290743415
Golden State Warriors,Washington Wizards,0.892524321659
Memphis Grizzlies,Los Angeles Lakers,0.746506542124
Miami Heat,Denver Nuggets,0.760683888562
Dallas Mavericks,Milwaukee Bucks,0.651923185918
Chicago Bulls,New Orleans Pelicans,0.613039030447
Boston Celtics,New York Knicks,0.715153940905
Oklahoma City Thunder,Charlotte Hornets,0.713499381711
Houston Rockets,Phoenix Suns,0.760564361068
San Antonio Spurs,Utah Jazz,0.864656385541
Toronto Raptors,Philadelphia 76ers,0.955047672164
Cleveland Cavaliers,Orlando Magic,0.879074316082
Golden State Warriors,Minnesota Timberwolves,0.931762416075
Toronto Raptors,Indiana Pacers,0.60081358995
Denver Nuggets,New Orleans Pelicans,0.54394059789
Chicago Bulls,New York Knicks,0.566717256994
Oklahoma City Thunder,Milwaukee Bucks,0.880129122271
Brooklyn Nets,Philadelphia 76ers,0.653605301498
Dallas Mavericks,Sacramento Kings,0.589839556002
San Antonio Spurs,Memphis Grizzlies,0.898643594151
Utah Jazz,Portland Trail Blazers,0.530516194337
Charlotte Hornets,Washington Wizards,0.58410629796
Cleveland Cavaliers,Boston Celtics,0.641841396529
Charlotte Hornets,Miami Heat,0.555810650682
Toronto Raptors,Detroit Pistons,0.642728008554
Houston Rockets,Denver Nuggets,0.665631842936
Los Angeles Clippers,Dallas Mavericks,0.724040063675
Oklahoma City Thunder,Memphis Grizzlies,0.807599922854
Golden State Warriors,Phoenix Suns,0.946453052331
San Antonio Spurs,Los Angeles Lakers,0.967827663381
Atlanta Hawks,Boston Celtics,0.545179035279
Indiana Pacers,Milwaukee Bucks,0.735450951279
Washington Wizards,New York Knicks,0.616258311567
Orlando Magic,Brooklyn Nets,0.744037896422
Chicago Bulls,Philadelphia 76ers,0.854812020785
Portland Trail Blazers,Minnesota Timberwolves,0.815583242504
Cleveland Cavaliers,Atlanta Hawks,0.745961730857
San Antonio Spurs,Dallas Mavericks,0.789779018924
Denver Nuggets,New Orleans Pelicans,0.543681020478
Houston Rockets,Detroit Pistons,0.523568107645
Sacramento Kings,Los Angeles Lakers,0.717611668845
Memphis Grizzlies,New York Knicks,0.627320115522
Oklahoma City Thunder,Phoenix Suns,0.905278368248
Toronto Raptors,Miami Heat,0.669185574792
Utah Jazz,Minnesota Timberwolves,0.68695694203
Chicago Bulls,Brooklyn Nets,0.765395820866
Charlotte Hornets,Boston Celtics,0.544110961401
Golden State Warriors,New Orleans Pelicans,0.94599713162
Indiana Pacers,Orlando Magic,0.642294047358
Milwaukee Bucks,Philadelphia 76ers,0.796526678197
Portland Trail Blazers,Utah Jazz,0.732098674061
San Antonio Spurs,Los Angeles Clippers,0.767457578244
Miami Heat,Washington Wizards,0.56742998069
Cleveland Cavaliers,Atlanta Hawks,0.649410026679
Oklahoma City Thunder,Denver Nuggets,0.852542497721
Minnesota Timberwolves,Los Angeles Lakers,0.716341451313
Detroit Pistons,Memphis Grizzlies,0.588092814477
Toronto Raptors,New York Knicks,0.784427497535
Dallas Mavericks,Phoenix Suns,0.733457405365
Houston Rockets,Sacramento Kings,0.624066055935
Boston Celtics,Brooklyn Nets,0.881247645403
Chicago Bulls,Orlando Magic,0.642417150465
Detroit Pistons,Washington Wizards,0.557429441425
Golden State Warriors,Utah Jazz,0.894038558581
Los Angeles Clippers,Houston Rockets,0.694459266874
Cleveland Cavaliers,Miami Heat,0.640420906462
Charlotte Hornets,Milwaukee Bucks,0.760784838614
Indiana Pacers,Philadelphia 76ers,0.907821618989
San Antonio Spurs,Portland Trail Blazers,0.633525201815
Atlanta Hawks,Charlotte Hornets,0.5399653731
Dallas Mavericks,Denver Nuggets,0.668698089642
New Orleans Pelicans,Los Angeles Lakers,0.663128159756
Oklahoma City Thunder,Minnesota Timberwolves,0.863442031778
Sacramento Kings,Phoenix Suns,0.675433680984
Boston Celtics,Milwaukee Bucks,0.781511668534
Chicago Bulls,Brooklyn Nets,0.819965380569
Cleveland Cavaliers,Toronto Raptors,0.679793093879
Golden State Warriors,Los Angeles Lakers,0.975448043547
Houston Rockets,Minnesota Timberwolves,0.667449698874
Atlanta Hawks,Indiana Pacers,0.521109432163
Los Angeles Clippers,Sacramento Kings,0.801230118181
Dallas Mavericks,Memphis Grizzlies,0.547215210604
Miami Heat,Washington Wizards,0.660902401416
New York Knicks,Philadelphia 76ers,0.8143276023
Oklahoma City Thunder,Denver Nuggets,0.866390541721
Detroit Pistons,Orlando Magic,0.594145342131
Portland Trail Blazers,New Orleans Pelicans,0.850156026392
San Antonio Spurs,Utah Jazz,0.776978494165
